respondent_id,age,gender,education,income_bracket,employment_status,zip_code,has_children,age_group
ID_0103,74,Female,Doctorate,80k-100k,Employed,91103,False,65+
ID_0104,63,Female,Some College,40k-60k,Employed,73302,True,55-64
ID_0105,28,Male,HS Graduate,<20k,Employed,04173,False,25-34
ID_0106,21,Female,Bachelor's,<20k,Unemployed,45434,True,18-24
ID_0107,76,Female,Doctorate,<20k,Retired,73900,False,65+
ID_0108,27,Female,Master's,100k+,Employed,85273,False,25-34
ID_0109,51,Male,HS Graduate,20k-40k,Unemployed,78330,True,45-54
ID_0110,74,Male,Bachelor's,60k-80k,Retired,20951,True,65+
ID_0111,21,Female,HS Graduate,40k-60k,Employed,98055,False,18-24
ID_0112,69,Male,Some College,80k-100k,Retired,62818,False,65+
ID_0113,27,Male,Some College,20k-40k,Student,66281,False,25-34
ID_0114,50,Male,HS Graduate,20k-40k,Retired,26654,False,45-54
ID_0115,63,Female,Some College,100k+,Student,62143,True,55-64
ID_0116,35,Male,Master's,80k-100k,Employed,65198,False,25-34
ID_0117,29,Female,Some College,80k-100k,Unemployed,28894,False,25-34
ID_0118,68,Female,Bachelor's,40k-60k,Retired,35837,False,65+
ID_0119,40,Female,HS Graduate,40k-60k,Employed,60409,False,35-44
ID_0120,61,Female,Doctorate,80k-100k,Retired,57940,True,55-64
ID_0121,42,Male,Less than HS,80k-100k,Employed,17122,True,35-44
ID_0122,77,Male,Bachelor's,<20k,Retired,17907,False,65+
ID_0123,54,Male,Bachelor's,20k-40k,Employed,64054,False,45-54
ID_0124,21,Female,Bachelor's,60k-80k,Unemployed,40066,False,18-24
ID_0125,30,Female,HS Graduate,40k-60k,Unemployed,59419,True,25-34
ID_0126,35,Female,Some College,80k-100k,Employed,31007,True,25-34
ID_0127,79,Female,Bachelor's,<20k,Retired,31343,True,65+
ID_0128,46,Female,HS Graduate,60k-80k,Employed,18486,False,45-54
ID_0129,61,Female,Bachelor's,40k-60k,Employed,90970,False,55-64
ID_0130,47,Female,Some College,20k-40k,Retired,82551,True,45-54
ID_0131,65,Male,Some College,60k-80k,Employed,47594,False,55-64
ID_0132,72,Female,HS Graduate,40k-60k,Retired,94284,False,65+
ID_0133,55,Female,Less than HS,40k-60k,Student,69016,False,45-54
ID_0134,45,Female,Bachelor's,100k+,Student,65110,False,35-44
ID_0135,77,Female,Some College,40k-60k,Retired,18804,False,65+
ID_0136,24,Male,Bachelor's,80k-100k,Student,56298,False,18-24
ID_0137,41,Male,Some College,80k-100k,Student,59637,True,35-44
ID_0138,58,Male,HS Graduate,60k-80k,Retired,90377,False,55-64
ID_0139,27,Male,Some College,80k-100k,Employed,83192,False,25-34
ID_0140,54,Female,HS Graduate,20k-40k,Employed,47293,True,45-54
ID_0141,44,Male,Bachelor's,80k-100k,Student,21881,False,35-44
ID_0142,38,Female,Doctorate,20k-40k,Employed,58649,False,35-44
ID_0143,53,Male,Master's,80k-100k,Employed,21303,False,45-54
ID_0144,60,Male,Some College,40k-60k,Student,95969,True,55-64
ID_0145,68,Male,Bachelor's,80k-100k,Retired,66391,False,65+
ID_0146,46,Other,Master's,80k-100k,Employed,29785,True,45-54
ID_0147,24,Female,Some College,40k-60k,Employed,48238,True,18-24
ID_0148,30,Female,Bachelor's,40k-60k,Employed,12577,False,25-34
ID_0149,62,Female,Bachelor's,80k-100k,Employed,72256,False,55-64
ID_0150,70,Female,Bachelor's,20k-40k,Retired,46952,False,65+
ID_0151,40,Male,Bachelor's,<20k,Unemployed,10478,False,35-44
ID_0152,67,Male,Bachelor's,40k-60k,Retired,09300,False,65+
ID_0153,74,Male,Bachelor's,40k-60k,Employed,81692,False,65+
ID_0154,42,Male,Bachelor's,20k-40k,Retired,39003,False,35-44
ID_0155,78,Male,Some College,20k-40k,Student,35516,True,65+
ID_0156,58,Male,Bachelor's,<20k,Employed,38227,False,55-64
ID_0157,62,Male,HS Graduate,20k-40k,Employed,39580,True,55-64
ID_0158,30,Female,Master's,20k-40k,Employed,96830,True,25-34
ID_0159,54,Female,HS Graduate,20k-40k,Retired,55235,False,45-54
ID_0160,47,Male,Some College,20k-40k,Employed,01604,False,45-54
ID_0161,43,Female,Bachelor's,40k-60k,Retired,09583,False,35-44
ID_0162,29,Female,Bachelor's,20k-40k,Student,52236,False,25-34
ID_0163,74,Male,HS Graduate,100k+,Employed,84957,True,65+
ID_0164,18,Female,HS Graduate,40k-60k,Employed,08883,True,
ID_0165,35,Male,Doctorate,<20k,Retired,77982,True,25-34
ID_0166,75,Male,Less than HS,20k-40k,Retired,54676,True,65+
ID_0167,38,Female,Less than HS,60k-80k,Employed,47735,False,35-44
ID_0168,70,Male,Bachelor's,<20k,Retired,45150,True,65+
ID_0169,71,Male,Bachelor's,100k+,Retired,57748,False,65+
ID_0170,79,Female,Bachelor's,40k-60k,Employed,57025,False,65+
ID_0171,41,Female,Bachelor's,40k-60k,Retired,49747,False,35-44
ID_0172,77,Female,Master's,100k+,Employed,48691,True,65+
ID_0173,34,Female,Master's,100k+,Student,36068,False,25-34
ID_0174,59,Female,Bachelor's,100k+,Employed,33060,False,55-64
ID_0175,77,Female,HS Graduate,100k+,Retired,33815,True,65+
ID_0176,26,Male,Some College,100k+,Employed,32999,False,25-34
ID_0177,69,Female,Bachelor's,80k-100k,Retired,87639,True,65+
ID_0178,57,Female,Some College,20k-40k,Employed,69596,False,55-64
ID_0179,45,Male,HS Graduate,20k-40k,Student,30728,False,35-44
ID_0180,32,Female,Bachelor's,20k-40k,Employed,13267,False,25-34
ID_0181,30,Female,Master's,100k+,Student,31150,False,25-34
ID_0182,45,Male,Some College,20k-40k,Employed,93912,False,35-44
ID_0183,70,Male,Bachelor's,<20k,Retired,06370,False,65+
ID_0184,34,Male,Bachelor's,80k-100k,Unemployed,26763,False,25-34
ID_0185,79,Female,Some College,20k-40k,Retired,71518,False,65+
ID_0186,26,Male,Bachelor's,60k-80k,Employed,22475,False,25-34
ID_0187,73,Male,HS Graduate,100k+,Retired,36149,True,65+
ID_0188,38,Male,Some College,40k-60k,Student,65838,True,35-44
ID_0189,47,Female,Bachelor's,60k-80k,Employed,43541,True,45-54
ID_0190,28,Female,Bachelor's,60k-80k,Employed,69852,False,25-34
ID_0191,47,Female,Some College,60k-80k,Student,78573,True,45-54
ID_0192,53,Male,HS Graduate,20k-40k,Employed,75935,False,45-54
ID_0193,73,Female,Bachelor's,40k-60k,Employed,87515,True,65+
ID_0194,42,Female,HS Graduate,<20k,Unemployed,20035,True,35-44
ID_0195,24,Female,Less than HS,60k-80k,Retired,71860,False,18-24
ID_0196,37,Female,Some College,40k-60k,Employed,10489,True,35-44
ID_0197,72,Male,Bachelor's,20k-40k,Unemployed,41496,False,65+
ID_0198,71,Male,Bachelor's,40k-60k,Retired,89389,False,65+
ID_0199,76,Male,Doctorate,40k-60k,Retired,54212,True,65+
ID_0200,77,Female,HS Graduate,20k-40k,Retired,22543,False,65+
ID_0201,52,Female,HS Graduate,20k-40k,Employed,60818,False,45-54
ID_0202,27,Female,Bachelor's,80k-100k,Employed,27134,False,25-34
ID_0203,52,Female,Bachelor's,80k-100k,Unemployed,96898,False,45-54
ID_0204,18,Female,HS Graduate,40k-60k,Employed,19299,True,
ID_0205,31,Male,Some College,60k-80k,Employed,96470,True,25-34
ID_0206,62,Male,Some College,40k-60k,Employed,32824,False,55-64
ID_0207,22,Female,Bachelor's,80k-100k,Employed,18940,False,18-24
ID_0208,57,Other,HS Graduate,20k-40k,Employed,14085,True,55-64
ID_0209,61,Female,Doctorate,100k+,Employed,99640,True,55-64
ID_0210,55,Female,Some College,40k-60k,Employed,26899,False,45-54
ID_0211,73,Male,HS Graduate,40k-60k,Unemployed,20873,True,65+
ID_0212,72,Male,HS Graduate,60k-80k,Retired,79026,True,65+
ID_0213,51,Female,Less than HS,20k-40k,Student,04967,True,45-54
ID_0214,41,Female,Bachelor's,60k-80k,Retired,09610,False,35-44
ID_0215,21,Female,Bachelor's,20k-40k,Employed,14928,True,18-24
ID_0216,44,Female,Less than HS,20k-40k,Employed,41800,False,35-44
ID_0217,22,Male,Bachelor's,60k-80k,Employed,27478,False,18-24
ID_0218,60,Male,Bachelor's,20k-40k,Employed,73891,False,55-64
ID_0219,30,Female,Some College,20k-40k,Student,40641,False,25-34
ID_0220,57,Male,Some College,80k-100k,Employed,61393,False,55-64
ID_0221,38,Female,Some College,100k+,Employed,53829,False,35-44
ID_0222,54,Female,HS Graduate,60k-80k,Employed,66361,True,45-54
ID_0223,49,Female,Some College,80k-100k,Employed,42458,True,45-54
ID_0224,55,Other,HS Graduate,100k+,Employed,98044,True,45-54
ID_0225,48,Male,Some College,60k-80k,Employed,64901,True,45-54
ID_0226,49,Female,Master's,100k+,Employed,11306,False,45-54
ID_0227,32,Male,Less than HS,20k-40k,Employed,45727,False,25-34
ID_0228,72,Male,HS Graduate,60k-80k,Retired,16712,True,65+
ID_0229,74,Female,Bachelor's,<20k,Retired,85693,False,65+
ID_0230,65,Male,HS Graduate,80k-100k,Employed,88324,False,55-64
ID_0231,47,Female,HS Graduate,80k-100k,Employed,65707,False,45-54
ID_0232,60,Female,Some College,40k-60k,Employed,13201,False,55-64
ID_0233,24,Male,Master's,60k-80k,Student,28090,True,18-24
ID_0234,55,Male,HS Graduate,80k-100k,Employed,33929,False,45-54
ID_0235,48,Male,Master's,60k-80k,Employed,33955,False,45-54
ID_0236,61,Female,Bachelor's,<20k,Employed,75252,False,55-64
ID_0237,43,Female,Bachelor's,80k-100k,Retired,05878,False,35-44
ID_0238,53,Female,Bachelor's,20k-40k,Student,37374,False,45-54
ID_0239,63,Male,Less than HS,60k-80k,Employed,70820,False,55-64
ID_0240,60,Male,Less than HS,20k-40k,Employed,88222,False,55-64
ID_0241,43,Male,HS Graduate,<20k,Employed,37681,True,35-44
ID_0242,61,Female,Less than HS,20k-40k,Employed,61500,False,55-64
ID_0243,19,Male,Doctorate,100k+,Student,47223,False,18-24
ID_0244,60,Male,Bachelor's,60k-80k,Student,55713,True,55-64
ID_0245,62,Male,Some College,<20k,Employed,97265,False,55-64
ID_0246,60,Female,Bachelor's,80k-100k,Student,98071,True,55-64
ID_0247,26,Female,Doctorate,100k+,Employed,40025,True,25-34
ID_0248,75,Female,Doctorate,80k-100k,Retired,05293,True,65+
ID_0249,76,Female,Bachelor's,40k-60k,Retired,30810,True,65+
ID_0250,70,Female,Some College,40k-60k,Employed,41354,False,65+
ID_0251,65,Male,Less than HS,<20k,Employed,79692,False,55-64
ID_0252,22,Male,Less than HS,20k-40k,Employed,01277,False,18-24
ID_0253,44,Female,Less than HS,80k-100k,Employed,31056,False,35-44
ID_0254,29,Male,Less than HS,<20k,Employed,53149,False,25-34
ID_0255,52,Male,Master's,100k+,Retired,96088,True,45-54
ID_0256,46,Male,Master's,<20k,Retired,47733,True,45-54
ID_0257,33,Male,Bachelor's,<20k,Employed,02034,True,25-34
ID_0258,36,Male,Bachelor's,20k-40k,Unemployed,76457,False,35-44
ID_0259,66,Female,Some College,80k-100k,Retired,66579,False,65+
ID_0260,77,Male,HS Graduate,40k-60k,Unemployed,43167,True,65+
ID_0261,60,Male,Master's,<20k,Employed,12255,False,55-64
ID_0262,70,Male,HS Graduate,60k-80k,Retired,03314,False,65+
ID_0263,68,Female,Bachelor's,100k+,Retired,39087,True,65+
ID_0264,44,Female,HS Graduate,40k-60k,Employed,55242,False,35-44
ID_0265,35,Male,Master's,<20k,Employed,56161,True,25-34
ID_0266,76,Female,Bachelor's,<20k,Retired,90618,False,65+
ID_0267,58,Male,Bachelor's,80k-100k,Employed,57706,False,55-64
ID_0268,30,Female,Less than HS,60k-80k,Employed,19944,False,25-34
ID_0269,47,Female,Some College,100k+,Employed,92047,False,45-54
ID_0270,43,Female,Some College,40k-60k,Employed,86657,False,35-44
ID_0271,23,Female,HS Graduate,<20k,Student,26017,True,18-24
ID_0272,20,Male,Master's,40k-60k,Unemployed,61480,True,18-24
ID_0273,40,Female,Bachelor's,60k-80k,Student,22822,False,35-44
ID_0274,29,Male,Some College,20k-40k,Employed,55225,True,25-34
ID_0275,58,Female,HS Graduate,100k+,Employed,27625,True,55-64
ID_0276,58,Male,Bachelor's,40k-60k,Unemployed,67564,True,55-64
ID_0277,32,Male,HS Graduate,40k-60k,Employed,89019,True,25-34
ID_0278,18,Male,Less than HS,20k-40k,Employed,75335,True,
ID_0279,67,Male,Less than HS,20k-40k,Employed,49026,False,65+
ID_0280,64,Female,Less than HS,60k-80k,Retired,05614,True,55-64
ID_0281,25,Female,Some College,40k-60k,Retired,70133,False,18-24
ID_0282,48,Male,HS Graduate,<20k,Employed,42245,False,45-54
ID_0283,28,Male,Bachelor's,20k-40k,Employed,70647,False,25-34
ID_0284,34,Female,Bachelor's,60k-80k,Unemployed,54887,False,25-34
ID_0285,44,Male,Some College,80k-100k,Employed,18621,False,35-44
ID_0286,77,Male,Some College,20k-40k,Retired,14386,True,65+
ID_0287,48,Female,Master's,60k-80k,Employed,56525,False,45-54
ID_0288,44,Male,Bachelor's,20k-40k,Employed,73751,True,35-44
ID_0289,31,Male,HS Graduate,60k-80k,Employed,94613,False,25-34
ID_0290,68,Female,Some College,60k-80k,Retired,29473,True,65+
ID_0291,76,Male,HS Graduate,<20k,Retired,53478,True,65+
ID_0292,40,Male,HS Graduate,60k-80k,Employed,94922,True,35-44
ID_0293,73,Female,Doctorate,20k-40k,Retired,81085,False,65+
ID_0294,22,Male,HS Graduate,20k-40k,Employed,99055,True,18-24
ID_0295,47,Male,Bachelor's,40k-60k,Employed,47705,False,45-54
ID_0296,51,Female,HS Graduate,40k-60k,Retired,06182,False,45-54
ID_0297,64,Female,Master's,80k-100k,Employed,62112,True,55-64
ID_0298,36,Female,HS Graduate,<20k,Retired,18801,False,35-44
ID_0299,74,Male,HS Graduate,80k-100k,Employed,91226,True,65+
ID_0300,48,Male,Bachelor's,<20k,Student,34297,False,45-54
ID_0301,33,Female,Bachelor's,20k-40k,Unemployed,75988,False,25-34
ID_0302,62,Male,Bachelor's,40k-60k,Retired,87095,False,55-64
ID_0303,44,Male,Bachelor's,40k-60k,Unemployed,32701,False,35-44
ID_0304,78,Female,HS Graduate,100k+,Retired,04249,False,65+
ID_0305,43,Male,Some College,40k-60k,Unemployed,08871,True,35-44
ID_0306,56,Male,Bachelor's,20k-40k,Student,74454,False,55-64
ID_0307,46,Male,Bachelor's,100k+,Retired,16551,True,45-54
ID_0308,66,Female,HS Graduate,20k-40k,Employed,60086,True,65+
ID_0309,68,Male,Bachelor's,20k-40k,Employed,59249,False,65+
ID_0310,74,Male,Master's,60k-80k,Retired,02000,True,65+
ID_0311,56,Male,Bachelor's,100k+,Employed,00991,False,55-64
ID_0312,61,Female,Less than HS,60k-80k,Student,71248,False,55-64
ID_0313,62,Female,Some College,60k-80k,Employed,77861,False,55-64
ID_0314,46,Male,Some College,60k-80k,Employed,81441,False,45-54
ID_0315,62,Female,HS Graduate,60k-80k,Unemployed,71063,False,55-64
ID_0316,63,Male,Some College,80k-100k,Student,14976,True,55-64
ID_0317,64,Male,Some College,20k-40k,Employed,62824,False,55-64
ID_0318,48,Female,Less than HS,20k-40k,Employed,64049,True,45-54
ID_0319,19,Female,HS Graduate,20k-40k,Retired,67378,True,18-24
ID_0320,23,Male,HS Graduate,80k-100k,Employed,83835,True,18-24
ID_0321,26,Female,HS Graduate,60k-80k,Student,49206,False,25-34
ID_0322,32,Male,HS Graduate,40k-60k,Employed,85253,True,25-34
ID_0323,37,Other,Less than HS,<20k,Employed,44437,False,35-44
ID_0324,65,Female,HS Graduate,20k-40k,Retired,15595,False,55-64
ID_0325,75,Other,Master's,100k+,Retired,13205,True,65+
ID_0326,19,Male,Bachelor's,20k-40k,Employed,66231,False,18-24
ID_0327,20,Male,Some College,60k-80k,Unemployed,36922,False,18-24
ID_0328,72,Female,Master's,20k-40k,Retired,72085,False,65+
ID_0329,69,Female,HS Graduate,60k-80k,Retired,51148,True,65+
ID_0330,72,Female,Bachelor's,60k-80k,Student,50821,False,65+
ID_0331,70,Male,HS Graduate,80k-100k,Retired,30493,False,65+
ID_0332,47,Female,Bachelor's,40k-60k,Retired,06412,False,45-54
ID_0333,25,Female,HS Graduate,60k-80k,Employed,76394,False,18-24
ID_0334,57,Female,Less than HS,40k-60k,Unemployed,69017,False,55-64
ID_0335,38,Male,HS Graduate,100k+,Employed,34970,True,35-44
ID_0336,56,Female,Master's,40k-60k,Employed,10851,True,55-64
ID_0337,60,Female,HS Graduate,20k-40k,Employed,14081,True,55-64
ID_0338,71,Male,HS Graduate,60k-80k,Retired,27916,False,65+
ID_0339,30,Female,HS Graduate,40k-60k,Employed,61118,False,25-34
ID_0340,57,Male,Bachelor's,80k-100k,Employed,44936,True,55-64
ID_0341,58,Female,Some College,20k-40k,Unemployed,11010,False,55-64
ID_0342,65,Female,Bachelor's,20k-40k,Employed,71409,True,55-64
ID_0343,54,Male,Some College,100k+,Retired,72679,False,45-54
ID_0344,72,Female,Bachelor's,100k+,Retired,78421,False,65+
ID_0345,49,Female,Less than HS,40k-60k,Student,78069,False,45-54
ID_0346,31,Female,Some College,<20k,Employed,33512,True,25-34
ID_0347,18,Female,Master's,20k-40k,Employed,83703,False,
ID_0348,44,Male,Bachelor's,20k-40k,Student,73906,False,35-44
ID_0349,41,Female,Doctorate,60k-80k,Unemployed,48240,False,35-44
ID_0350,68,Male,Bachelor's,20k-40k,Employed,02439,True,65+
ID_0351,66,Male,Some College,80k-100k,Retired,02299,False,65+
ID_0352,39,Male,Bachelor's,<20k,Employed,80556,False,35-44
ID_0353,31,Female,Bachelor's,60k-80k,Employed,22814,True,25-34
ID_0354,62,Female,HS Graduate,60k-80k,Employed,92963,True,55-64
ID_0355,25,Female,Less than HS,60k-80k,Employed,22297,False,18-24
ID_0356,44,Female,Some College,40k-60k,Employed,73053,False,35-44
ID_0357,20,Female,HS Graduate,60k-80k,Employed,30824,False,18-24
ID_0358,50,Female,HS Graduate,80k-100k,Employed,45404,True,45-54
ID_0359,68,Male,Master's,80k-100k,Retired,72887,False,65+
ID_0360,64,Female,Bachelor's,<20k,Unemployed,17363,True,55-64
ID_0361,38,Male,Bachelor's,<20k,Unemployed,47636,False,35-44
ID_0362,76,Female,Some College,80k-100k,Employed,80873,True,65+
ID_0363,49,Male,HS Graduate,40k-60k,Employed,65243,True,45-54
ID_0364,57,Male,Bachelor's,100k+,Employed,55610,True,55-64
ID_0365,58,Male,Some College,40k-60k,Employed,18487,False,55-64
ID_0366,62,Male,Bachelor's,20k-40k,Employed,03030,True,55-64
ID_0367,61,Male,Master's,100k+,Employed,43782,False,55-64
ID_0368,58,Male,HS Graduate,40k-60k,Retired,85409,False,55-64
ID_0369,49,Male,HS Graduate,40k-60k,Employed,30302,False,45-54
ID_0370,69,Male,Some College,80k-100k,Retired,08998,True,65+
ID_0371,41,Male,Some College,60k-80k,Employed,61695,True,35-44
ID_0372,28,Male,Less than HS,20k-40k,Employed,58460,True,25-34
ID_0373,54,Female,Master's,60k-80k,Employed,42610,False,45-54
ID_0374,68,Female,Doctorate,40k-60k,Retired,94381,False,65+
ID_0375,38,Female,Master's,40k-60k,Employed,99411,True,35-44
ID_0376,35,Female,Master's,60k-80k,Unemployed,08393,False,25-34
ID_0377,28,Female,Doctorate,100k+,Unemployed,77318,True,25-34
ID_0378,44,Female,Master's,40k-60k,Employed,00724,False,35-44
ID_0379,60,Male,Bachelor's,60k-80k,Unemployed,63405,False,55-64
ID_0380,55,Female,HS Graduate,60k-80k,Employed,78373,True,45-54
ID_0381,18,Male,HS Graduate,20k-40k,Employed,83736,False,
ID_0382,71,Female,Less than HS,40k-60k,Retired,45084,False,65+
ID_0383,46,Female,Some College,40k-60k,Student,19991,False,45-54
ID_0384,38,Female,Bachelor's,<20k,Employed,68418,False,35-44
ID_0385,46,Male,Some College,80k-100k,Employed,14079,False,45-54
ID_0386,26,Female,Some College,20k-40k,Employed,90320,True,25-34
ID_0387,78,Other,HS Graduate,<20k,Retired,64435,False,65+
ID_0388,79,Female,Less than HS,40k-60k,Retired,20317,False,65+
ID_0389,24,Female,Some College,20k-40k,Employed,07201,False,18-24
ID_0390,55,Male,Less than HS,60k-80k,Retired,74496,False,45-54
ID_0391,48,Male,HS Graduate,40k-60k,Retired,02073,True,45-54
ID_0392,44,Male,Some College,20k-40k,Employed,93803,False,35-44
ID_0393,77,Female,Some College,100k+,Retired,33104,False,65+
ID_0394,72,Male,HS Graduate,20k-40k,Student,44498,False,65+
