1.717946912624093436e-01,2.245300288671407407e-01,1.929873970287967200e-01,1.901006829543054333e-01,1.366612687460395659e-01,8.392593114130816878e-02,4.775047525170738605e-01,5.224952474829261950e-01
1.060806742925948232e-01,1.130644190246839209e-01,2.109572546658639303e-01,2.269717037928958570e-01,2.014449127031908426e-01,1.414810355207706261e-01,4.836845273931366651e-01,5.163154726068633904e-01
1.556390253298661208e-01,1.806799576230376514e-01,1.993643455648656526e-01,1.983049215063083792e-01,1.580468072811326286e-01,1.079649426947895535e-01,4.845420398728690903e-01,5.154579601271308542e-01
1.561495516833023289e-01,1.888851294197259334e-01,1.990356961597022634e-01,1.927761800033835349e-01,1.569108441888005523e-01,1.062425985450854288e-01,4.894264929791913299e-01,5.105735070208086146e-01
1.194098662978331088e-01,1.448593822037805567e-01,2.059013370216689620e-01,2.213001383125864363e-01,1.964960811433840437e-01,1.120331950207468924e-01,4.944213923467035698e-01,5.055786076532964302e-01
1.511962583198417087e-01,1.699046591113509697e-01,1.837560712358337900e-01,1.949091563230797020e-01,1.779096959884871321e-01,1.223241590214067254e-01,4.903759669005216537e-01,5.096240330994783463e-01
1.337433671008200764e-01,1.488181379643029323e-01,1.910274963820549898e-01,2.085142305836951149e-01,1.839122045344910861e-01,1.339845634346358005e-01,5.018089725036180004e-01,4.981910274963820551e-01
1.110487311924545223e-01,1.121715697282730795e-01,2.168201212665618605e-01,2.428699752975522208e-01,2.087356838086683042e-01,1.083539187064900128e-01,4.801257579160116973e-01,5.198742420839883582e-01
1.452891791044776115e-01,1.724580223880597118e-01,1.962453358208955112e-01,1.969449626865671654e-01,1.666277985074626766e-01,1.224347014925373095e-01,4.897388059701492380e-01,5.102611940298507065e-01
1.211158192090395491e-01,1.466572504708097968e-01,2.165725047080979404e-01,2.210451977401129975e-01,1.830273069679849429e-01,1.115819209039548010e-01,4.979990583804143056e-01,5.020009416195856389e-01
1.213984327908378541e-01,1.447860156720916225e-01,1.911995177817962521e-01,2.147076552139843275e-01,1.963833634719710786e-01,1.315250150693188791e-01,4.970464135021097074e-01,5.029535864978903481e-01
1.537548554164868408e-01,1.544022442813983709e-01,1.991799741044454064e-01,1.983167889512300330e-01,1.694000863185153305e-01,1.249460509279240461e-01,4.879154078549848839e-01,5.120845921450151161e-01
1.306609158949638416e-01,1.172142585310161078e-01,1.990359000380565735e-01,2.301154382849169011e-01,1.944691107446403777e-01,1.285043765064061982e-01,4.923252568818977659e-01,5.076747431181022341e-01
1.261774624956390201e-01,1.239679032445633183e-01,1.951389696476334423e-01,2.222351436213513276e-01,1.895569252238632485e-01,1.429235957669496571e-01,4.919176648447494138e-01,5.080823351552505862e-01
1.759103641456582767e-01,1.863305322128851471e-01,1.935014005602240794e-01,1.977591036414565739e-01,1.491316526610644289e-01,9.736694677871148007e-02,4.836974789915966522e-01,5.163025210084033478e-01
2.186000978952520879e-01,2.656877141458639513e-01,2.038179148311306810e-01,1.327459618208516878e-01,1.138521781693587892e-01,6.529613313754283055e-02,5.082721488007831967e-01,4.917278511992168588e-01
1.343462136619212877e-01,1.349443713362842578e-01,2.002631893767196913e-01,1.920086134705108194e-01,1.888981935638234244e-01,1.495394185907405193e-01,5.012561311161621846e-01,4.987438688838377598e-01
1.277606269294704333e-01,1.372595582996912755e-01,2.117074329137972055e-01,2.204939444312514762e-01,1.834481120873901749e-01,1.193303253383994345e-01,4.954880075991450750e-01,5.045119924008548695e-01
1.353424657534246511e-01,1.823561643835616419e-01,2.029589041095890278e-01,1.964931506849315057e-01,1.656986301369862968e-01,1.171506849315068488e-01,5.003835616438355727e-01,4.996164383561643718e-01
1.460457738499886804e-01,1.823022886924994257e-01,1.842284160435078144e-01,1.972581010650351352e-01,1.689326988443235755e-01,1.212327215046453688e-01,5.009064128710627450e-01,4.990935871289372550e-01
1.369939610825318677e-01,1.571236859762916438e-01,2.037575486468351516e-01,2.021919033773205143e-01,1.872064415119659986e-01,1.127264594050547963e-01,4.923954372623574050e-01,5.076045627376425395e-01
1.538801192184567901e-01,2.062037752511314825e-01,1.848989954741141473e-01,1.951650292526768971e-01,1.499061706590131271e-01,1.099459101446075698e-01,5.214703609669941731e-01,4.785296390330058269e-01
1.453050827833738678e-01,1.941646405001736797e-01,1.858284126432789285e-01,1.835127937941414822e-01,1.645247192312145335e-01,1.266643510478175361e-01,4.876693296283431955e-01,5.123306703716568045e-01
1.663672296083363311e-01,1.935321595400646688e-01,1.924541861300754497e-01,1.853395616241466093e-01,1.504850880344951458e-01,1.118217750628817814e-01,4.822853036291771534e-01,5.177146963708229022e-01
1.795310755489393506e-01,2.373650911797543783e-01,1.982136211388165203e-01,1.609229624116114699e-01,1.355414960922962375e-01,8.842575362858205723e-02,5.119464086341645181e-01,4.880535913658354819e-01
1.699442324625770606e-01,2.122835339007924926e-01,1.928382741414734480e-01,1.644408570589961927e-01,1.529938362195479851e-01,1.074992662166128626e-01,4.959641913707073524e-01,5.040358086292926476e-01
1.382134202389905531e-01,1.621124759755995792e-01,1.970418651291050427e-01,2.000501378791676999e-01,1.778223447814823999e-01,1.247597559956547114e-01,4.869223698504219766e-01,5.130776301495779679e-01
1.392098246748000312e-01,1.615092510301365525e-01,2.007756322210551836e-01,1.939080552637957588e-01,1.781530257736123335e-01,1.264442110366001404e-01,5.008483477417791097e-01,4.991516522582208903e-01
1.736508427400649535e-01,1.687026441935982612e-01,1.877995979588681086e-01,1.962269986083191586e-01,1.571053038503169852e-01,1.165146126488325329e-01,4.936601206123395480e-01,5.063398793876604520e-01
1.164695177434030976e-01,1.266440565803623186e-01,2.036562163950698945e-01,1.998511043097030426e-01,2.031598974274133607e-01,1.502192075440482999e-01,4.964844073124327628e-01,5.035155926875671817e-01
1.685597786515217744e-01,1.830493665356050792e-01,1.984855104121159286e-01,1.888015144895878739e-01,1.518858307849133560e-01,1.092179991262560018e-01,5.048784039609727214e-01,4.951215960390272230e-01
1.946976602856274607e-01,1.941659070191431302e-01,1.896080218778486703e-01,1.748708599209966574e-01,1.452446065025828070e-01,1.014129443938012742e-01,5.073685809784259648e-01,4.926314190215739797e-01
2.013236068286079483e-01,2.513348875686244877e-01,2.085432804391968153e-01,1.534932691584567910e-01,1.173949011055125252e-01,6.791005489960141861e-02,5.068812514100925481e-01,4.931187485899075074e-01
1.535377533595664035e-01,1.922934145073873224e-01,2.034300987452669074e-01,1.966738436409533053e-01,1.558393347687281882e-01,9.822555497809785929e-02,4.961764050783279978e-01,5.038235949216719467e-01
2.081193948107072089e-01,2.344766207982474093e-01,1.929896624905867164e-01,1.576641336345587785e-01,1.210378585609639263e-01,8.571232970493598835e-02,5.268706784418429878e-01,4.731293215581570677e-01
1.619403591452019120e-01,1.938734053790525658e-01,1.980986430486714744e-01,1.798976192410823016e-01,1.629966685626066392e-01,1.031933046233850654e-01,5.004469001381327553e-01,4.995530998618672447e-01
1.170983712420176487e-01,1.122910238932338378e-01,2.072899476214393466e-01,2.310396785534906960e-01,2.023390973667216763e-01,1.299418813230967806e-01,4.984573437612111468e-01,5.015426562387887977e-01
1.367061356297093744e-01,1.588805166846070926e-01,1.996411912450663795e-01,2.053103695730175704e-01,1.713670613562970901e-01,1.280947255113024652e-01,4.862576246860423335e-01,5.137423753139576110e-01
1.417035320553332034e-01,1.657186995295274190e-01,2.030054069236710834e-01,1.879081525173793843e-01,1.737237553542588242e-01,1.279404536198300579e-01,4.916789551295555061e-01,5.083210448704444939e-01
1.317423766659688855e-01,1.342544135091759128e-01,1.875654176261251915e-01,1.985904682157560441e-01,1.907752424813341785e-01,1.570720815016398153e-01,4.945223641057846509e-01,5.054776358942153491e-01
3.012418384329791365e-01,1.929330431442836946e-01,1.511330175393675590e-01,1.408270387914479504e-01,1.286006913327358836e-01,8.526437075918576192e-02,5.265651004992958351e-01,4.734348995007041094e-01
1.138496811635738293e-01,1.220176255642329982e-01,1.870745862291323391e-01,2.160206348069069193e-01,2.069212581500322334e-01,1.541162140861216667e-01,4.853478541233789412e-01,5.146521458766210033e-01
1.328624078624078553e-01,1.761056511056511009e-01,1.952088452088452109e-01,1.986486486486486458e-01,1.749385749385749256e-01,1.222358722358722338e-01,4.821253071253071010e-01,5.178746928746928990e-01
1.366880367727107692e-01,1.839845167533567249e-01,2.272892222087818936e-01,2.050320551590661677e-01,1.486028789161727426e-01,9.840329018991170185e-02,4.892947865005443098e-01,5.107052134994556347e-01
1.740901258419925990e-01,2.688632447391781088e-01,1.942457312934050551e-01,1.668320192157067561e-01,1.179050702313195198e-01,7.806380867839798898e-02,5.212260456373035700e-01,4.787739543626964855e-01
1.697193223729449307e-01,2.424204538350940852e-01,1.922235419141088975e-01,1.767831468400325179e-01,1.293367506407451517e-01,8.951678439707444479e-02,5.052197286991311209e-01,4.947802713008689346e-01
1.523906929174124181e-01,2.294170288928662760e-01,1.996931731015085532e-01,1.773203784198414679e-01,1.450396318077218083e-01,9.613909486064944887e-02,4.827409869598567882e-01,5.172590130401432118e-01
1.990817568315079167e-01,2.401261201460338501e-01,1.988604934174134364e-01,1.611903971678282921e-01,1.231330899435778281e-01,7.760814249363867656e-02,5.107312755835822227e-01,4.892687244164177218e-01
1.250749490346564352e-01,2.177119558700083835e-01,2.062597433745053388e-01,1.809569492744933505e-01,1.600311787984170786e-01,1.099652236479194134e-01,4.870488068113682512e-01,5.129511931886316933e-01
1.757774882456239751e-01,2.786495213278196159e-01,1.984365263694556070e-01,1.648445023508751939e-01,1.096697445193451498e-01,7.262221718688041672e-02,4.798617798674446044e-01,5.201382201325553956e-01
3.645232350781495989e-01,3.378090143011993618e-01,1.219972726319102085e-01,8.024756110353509220e-02,5.940767159690898275e-02,3.601524528829679050e-02,5.334452253575300285e-01,4.665547746424700271e-01
1.463644355142534326e-01,1.744945372347105339e-01,1.778224287328896147e-01,1.847921637573778642e-01,1.817154338817028869e-01,1.348110008790656678e-01,4.791535853321612359e-01,5.208464146678387641e-01
1.509508492748716235e-01,2.111618983127362958e-01,1.959821680492071505e-01,1.900569945262682581e-01,1.477907567293042235e-01,1.040573331076124347e-01,4.884600191862761842e-01,5.115399808137238713e-01
1.363856421605920133e-01,1.255273532056158658e-01,1.955875233418631898e-01,1.961408119510339443e-01,1.782972543052769865e-01,1.680614150356179448e-01,4.846808216335846131e-01,5.153191783664153869e-01
